#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC7040;I apparently visited the local tavern yesterday, which would explain the hangover... What is worse though, is they tell me I may have blabbered about a certain 'plot'...;Visiblement, j'ai passé trop de temps à la taverne hier, ce qui explique ma gueule de bois... Mais le pire, c'est que j'y ai entendu parler d'un complot...;Gestern war ich anscheinend in einer hiesigen Schänke. Das würde zumindest meinen Kater erklären ... Noch schlimmer ist aber, dass ich anscheinend etwas über eine bestimmte "Verschwörung" ausgeplappert habe ...;;Al parecer visité ayer la taberna local, lo que explicaría la resaca... Pero lo peor es que dicen que puede que me fuera de la lengua sobre cierto 'complot'...;;;;;;;;;x
EVTDESC7045;[From.GetTitledName] let everyone know about my plot to [Root.GetPlot] during a drunken stupor at the local tavern. I never should have included that drunken blabbermouth in a plot this delicate!;Sous l'emprise de l'alcool, [From.Get_le_TitledName] a parlé à tout le monde de mon complot visant à [Root.GetPlot]. Je n'aurais jamais dû impliquer cet ivrogne à la langue trop pendue dans un complot aussi délicat !;Im Vollrausch ließ [From.GetTitledName] in einer hiesigen Schänke jedermann von meiner Verschwörung um [Root.GetPlot] wissen. Ich hätte diese versoffene Quasselstrippe niemals in eine derart delikate Verschwörung einweihen sollen!;;[From.GetTitledName] que todos sepan sobre mi complot para [Root.GetPlot] durante una borrachera en la taberna local. ¡Nunca debería haber contado con ese borracho charlatán en un complot tan delicado!;;;;;;;;;x

EVTOPTA7040;This won't be popular...;Cela promet...;Das wird gar nicht gut ankommen ...;;No va a gustar mucho...;;;;;;;;;x
EVTOPTA7045;My reputation is ruined!;Ma réputation est détruite !;Mein Ruf ist ruiniert!;;¡Mi reputación está arruinada!;;;;;;;;;x

EVTDESC7250;My spymaster tells me that information about my plot to [Root.GetPlot] might have leaked to someone outside the conspiracy. We do not know who yet, but maybe we will hear from him...;Mon maître-espion me signale que des informations liées à mon complot visant à [Root.GetPlot] auraient filtré. Nous ne savons pas encore qui en est responsable, mais peut-être se manifestera-t-il...;Mein Hofspitzel berichtet mir, dass Informationen über meine Verschwörung zum [Root.GetPlot] an jemand außerhalb des Komplotts weitergegeben worden sein könnten. Noch wissen wir nicht, an wen, aber vielleicht werden wir von ihm hören ...;;Mi jefe de espías me dice que información sobre mi complot para [Root.GetPlot] podría haber sido filtrada por alguien ajeno a la conspiración. Aún no sabemos quién es, pero tal vez sepamos de él...;;;;;;;;;x
EVTDESC7255;I have learned that [From.GetTitledName] has started a plot to [From.GetPlot]. What should I do with this information?;J'ai appris que [From.Get_le_TitledName] trame un complot visant à [From.GetPlot]. Que dois-je faire de cette information ?;Ich habe erfahren, dass [From.GetTitledName] eine Verschwörung zum [From.GetPlot] begonnen hat. Was soll ich mit diesen Informationen anstellen?;;He sabido que [From.GetTitledName] ha empezado un complot para [From.GetPlot]. ¿Qué debo hacer con esta información?';;;;;;;;;x
EVTDESC7260;It has come to my attention that you are the leader of a plot to [Root.GetPlot]. I find this most fascinating, and I bet that others would too... I suspect that you wish to keep this a secret, but my silence comes with a price.\n\nSigned,\n[From.GetTitledName];J'ai appris que vous êtes à l'origine d'un complot visant à [Root.GetPlot]. Voilà qui est intéressant et qui devrait intéresser d'autres personnes... J'imagine que vous ne voulez pas que cela s'ébruite, mais mon silence a un prix.\n\nSigné,\n[From.GetTitledName];Ich habe erfahren, dass Ihr der Anführer einer Verschwörung zum [Root.GetPlot] seid. Das finde ich höchst faszinierend, was anderen bestimmt auch so gehen würde ... Vermutlich wollt Ihr die Verschwörung geheim halten, aber mein Schweigen wäre nicht umsonst.\n\nGezeichnet,\n[From.GetTitledName];;Ha llegado a mis oídos que sois el jefe de un complot para [Root.GetPlot]. Lo encuentro del todo fascinante, y seguro que también lo sería para otros... Sospecho que deseas mantenerlo en secreto, pero mi silencio tiene un precio.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC7265;I have no choice but to accept your despicable blackmail attempt. You have been given payment in full, and I expect your silence in this matter from now on.;Je n'ai pas d'autre choix que d'accepter votre odieux chantage. Vous avez reçu une importante somme d'argent, en échange de quoi, je compte sur votre silence.;Mir bleibt keine andere Wahl, als Euren schändlichen Erpressungsversuch zu akzeptieren. Ihr seid voll bezahlt worden, und im Gegenzug erwarte ich von nun an Euer Stillschweigen.;;No puedo sino aceptar tu despreciable intento de chantaje. Has recibido el pago entero, espero tu silencio en este asunto de ahora en adelante.;;;;;;;;;x
