# GetStActivity
string_rp_bloodline;Forging a bloodline as ;Fonde une lignée en tant que ;Gründet eine Blutlinie als ;;Creando un linaje como ;;;;;;;;;x
string_rp_bloodthirsty_gods_1;Sacrificing people as ;Sacrifie les gens en tant que ;Opfert Menschen als ;;Sacrificando gente como ;;;;;;;;;x
string_rp_bloodthirsty_gods_2;Sacrificing a lot of people as ;Sacrifie beaucoup de gens en tant que ;Opfert viele Menschen als ;;Sacrificando mucha gente como ;;;;;;;;;x
string_rp_bloodthirsty_gods_3;Sacrificing everyone as ;Sacrifie tout le monde en tant que ;Opfert jeden als ;;Sacrificando a todo el mundo como ;;;;;;;;;x
string_rp_book;Writing a book as ;Écrit un livre en tant que ;Schreibt ein Buch als ;;Escribiendo un libro como ;;;;;;;;;x
string_rp_cannibal;Having friends for dinner as ;A des amis pour le dîner en tant que ;hat Freunde zum Essen als ;;Cenando con amigos como ;;;;;;;;;x
string_rp_content;Enjoying life as ;Se satisfait de sa vie en tant que ;Genießt das Leben als ;;Disfrutando de la vida como ;;;;;;;;;x
string_rp_craven;Feeling terrified as ;A peur en tant que ;Ist von Angst erfüllt als ;;Sintiendo miedo como;;;;;;;;;x
string_rp_crazy_cannibal;Eating friends for dinner as ;Mange des amis au dîner en tant que ;Isst Freunde als ;;Cenando a amigos como ;;;;;;;;;x
string_rp_crusading;On a Crusade as ;En croisade en tant que ;Auf einem Kreuzzug als ;;En una cruzada como ;;;;;;;;;x
string_rp_drinking;Getting drunk as ;Se saoule en tant que ;Betrinkt sich als ;;Emborrachándose como ;;;;;;;;;x
string_rp_friends;Making friends as ;Se fait des amis en tant que ;Macht sich Freunde als ;;Haciendo amigos como ;;;;;;;;;x
string_rp_gardener;Tending a garden as ;Entretient un jardin en tant que ;Pflegt einen Garten als ;;Cuidando un jardín como ;;;;;;;;;x
string_rp_ghw;On a Great Holy War as ;Dans une grande guerre sainte en tant que ;In einem großen Heiligen Krieg als ;;En una gran guerra santa como;;;;;;;;;x
string_rp_gluttonous;Eating a lot as ;Mange beaucoup en tant que ;Isst viel als ;;Comiendo mucho como ;;;;;;;;;x
string_rp_greedy;Counting coins as ;Compte les pièces en tant que ;Zählt Münzen als ;;Contando monedas como;;;;;;;;;x
string_rp_hoarding_gold;Hoarding gold as ;Amasse de l'or en tant que ;Hortet Gold als ;;Acumulando oro como;;;;;;;;;x
string_rp_horse;Horsing around as ;Fait du cheval en tant que ;Pferdet herum als ;;Cabalgando como ;;;;;;;;;x
string_rp_immortal;Ruling Forever as ;Règne pour toujours en tant que ;Herrscht für immer als ;;Reinando eternamente como;;;;;;;;;x
string_rp_impaler;Oiling up the racks as ;Huile les chevalets en tant que ;Ölt die Pfähle als ;;Engrasando las estacas como ;;;;;;;;;x
string_rp_kinslayer;Culling their Family as ;Abat sa famille en tant que ;Löscht seine Familie aus als ;;Sacrificando a su familia como;;;;;;;;;x
string_rp_kow_tow;Kowtowing to the Emperor as ;Se prosterne devant l'empereur en tant que ;Kniet vor dem Kaiser als ;;Arrodillándose ante el emperador como ;;;;;;;;;x
string_rp_lodge;Fighting in a Warrior Lodge as ;Combat dans une Loge du guerrier en tant que ;Kämpft in der Kriegerloge als ;;Luchando en una logia de guerreros como;;;;;;;;;x
string_rp_metalhand;Ruling with an iron fist as ;Règne d'une main de fer en tant que ;Herrscht mit eiserner Faust als ;;Gobernando con puño de hierro como ;;;;;;;;;x
string_rp_paranoid;Trusting no one as ;Ne fait confiance à personne en tant que ;Vertraut niemandem als ;;Desconfiando de todos como ;;;;;;;;;x
string_rp_pilgrimage;On a pilgrimage as ;En pèlerinage en tant que ;Auf einer Pilgerreise als ;;En peregrinación como;;;;;;;;;x
string_rp_plague;Dying of the plague as ;Meurt de la peste en tant que ;Stirbt an der Pest als ;;Muriendo de la peste como ;;;;;;;;;x
string_rp_poet;Writing poetry as ;Écrit de la poésie en tant que ;Schreibt ein Gedicht als ;;Componiendo poesía como ;;;;;;;;;x
string_rp_prison;Rotting in prison as ;Croupit en prison en tant que ;Verrottet im Kerker als ;;Se pudre en prisión como ;;;;;;;;;x
string_rp_random_world;Exploring a Random World as ;Explore un monde aléatoire en tant que ;Erkundet eine Zufällige Welt als ;;Explorando un mundo aleatorio como;;;;;;;;;x
string_rp_religion_head;Ruling the [Root.Religion.GetName] faith as ;Dirige la foi [Root.Religion.GetName] en tant que ;Herrscht über den [Root.Religion.GetName]en Glauben als ;;Gobernando el credo [Root.Religion.GetName] como;;;;;;;;;x
string_rp_rivals;Making enemies as ;Se fait des ennemis en tant que ;Macht sich Feinde als ;;Haciendo enemigos como;;;;;;;;;x
string_rp_rome;Restoring the Glory of Rome as ;Restaure la gloire de Rome en tant que ;Stellt die Glorie Roms wieder her als ;;Restaurando la gloria de Roma como ;;;;;;;;;x
string_rp_ruling_poorly;Ruling poorly as ;Règne mal en tant que ;Herrscht schlecht als ;;Gobernando mal como;;;;;;;;;x
string_rp_sacred_xwedodah;Practicing sacred Xwedodah as ;Pratique le Xwedodah sacré en tant que ;Praktiziert Xwedodah als ;;Practicando el sagrado xwedodah como;;;;;;;;;x
string_rp_seduction;Seducing people as ;Séduit les gens en tant que ;Verführt andere als ;;Seduciendo gente como ;;;;;;;;;x
string_rp_shattered_world;Uniting a Shattered World as ;Unit un monde bouleversé en tant que ;Vereint eine Zufällige Welt als ;;Uniendo un mundo en añicos como ;;;;;;;;;x
string_rp_stressed;Stressing out as ;Stresse en tant que ;Ist gestresst als;;Estresándose como ;;;;;;;;;x
string_hunting_with_their_dog;Hunting with their dog as ;Chasse avec son chien en tant que ;Jagdt mit dem Hund als ;;Cazando con su perro como ;;;;;;;;;x
string_taking_advice_from_their_cat;Taking advice from their cat as ;Demande conseil à son chat en tant que ;Nimmt Rat von den Katzen an als ;;Siguiendo consejos de su gato como ;;;;;;;;;x
string_taming_an_eagle;Taming an eagle as ;Apprivoise un aigle en tant que ;Zähmt einen Adler als ;;Domando un águila como ;;;;;;;;;x
string_riding_a_horse;Riding a horse as ;Chevauche en tant que ;Reitet ein Pferd als ;;Montando a caballo como ;;;;;;;;;x
string_keeping_a_pet_owl;Keeping a pet owl as ;Garde un hibou en tant que ;Hält eine Eule als Haustier als ;;Teniendo un búho mascota como ;;;;;;;;;x
string_refusing_to_die;Refusing to die as ;Refuse de mourir en tant que ;Weigert sich zu sterben als ;;Negándose a morir como ;;;;;;;;;x
string_dueling_for_their_life;Dueling for their life as ;Dans un duel pour sa vie en tant que ;Duelliert sich bis zum Tod als ;;Batiéndose por su vida como ;;;;;;;;;x
string_provoking_enemies;Provoking their enemy as ;Provoque ses ennemis en tant que ;Proviziert seine Feinde als ;;Provocando a su enemigo como ;;;;;;;;;x
string_ruling;Ruling as ;Règne en tant que ;Herrscht als ;;Gobierna como:;;;;;;;;;x
