christian_succ_desc_1;rests in the arms of the Lord;repose auprès du Seigneur;ruht nun in den Armen des Herrn;;descansa en los brazos de Dios.;;;;;;;;;x
christian_succ_desc_2;has gone to the Lord;a rejoint le Seigneur;ist zu unserm aller Vater gegangen;;está con Dios.;;;;;;;;;x
christian_succ_desc_3;has passed over to Heaven;est monté au paradis;ist nun im Himmel ;;se nos ha ido al Cielo.;;;;;;;;;x
christian_succ_desc_4;has passed over to Christ;a rejoint le Christ;ist in Christi Armen;;está con nuestro señor Jesucristo.;;;;;;;;;x
christian_succ_desc_5;rests in Christ;repose avec le Christ;ruht nun bei Christus;;descansa junto a nuestro señor Jesucristo.;;;;;;;;;x
christian_succ_desc_6;died in Christ;a trouvé la mort en Christ;ruht nun bei Gott;;murió en los brazos de Cristo.;;;;;;;;;x
christian_succ_desc_7;has steadfastly fallen asleep in the Lord;a trouvé le repos dans les bras du Seigneur;ist zum Herrn zurückgekehrt;;duerme para siempre en los brazos del Señor.;;;;;;;;;x
christian_succ_desc_8;has given up the ghost;a rendu l'âme;hat seine Hülle aufgegeben;;está con el Espíritu Santo.;;;;;;;;;x
succ_desc_1;was elevated to the heavenly mansion;a rejoint sa dernière demeure;wurde ins himmlische Königreich gerufen;;ha subido al reino de los Cielos.;;;;;;;;;x
succ_desc_2;has gone into repose;a trouvé le repos de l'âme;ist zur ewigen Ruhe gegangen;;descansa en paz.;;;;;;;;;x
succ_desc_3;fell asleep;a trouvé le repos de l'âme;ist eingeschlafen;;ha cerrado los ojos.;;;;;;;;;x
succ_desc_4;has set course for Heaven;a rejoint le ciel;hat sich gen Himmel aufgemacht;;ha emprendido su viaje hacia el Cielo.;;;;;;;;;x
succ_desc_5;has been grasped by honorable death;nous quitte d'une mort honorable;fand einen ehrenhaften Tod;;ha caído con dignidad en brazos de la muerte.;;;;;;;;;x
succ_desc_6;was taken from this world;a quitté ce monde;wurde aus dieser Welt gerissen;;ya no vive en este mundo.;;;;;;;;;x
succ_desc_7;has departed this life;a quitté cette vie;hat das jetzige Leben verlassen;;ha dejado esta vida atrás.;;;;;;;;;x
succ_desc_8;has ascended to Heaven;n'est plus de ce monde;ist gen Himmel gefahren;;ha ascendido al Cielo.;;;;;;;;;x
succ_desc_9;has retired from the world;a trépassé;hat sich aus der Welt zurückgezogen;;ya no está con nosotros.;;;;;;;;;x
succ_desc_default;has passed away;a succombé;weilt nicht mehr unter uns;;ha fallecido.;;;;;;;;;x
muslim_succ_desc_1;is eating white raisins in blissful Paradise;mange des raisins blancs au bienheureux Paradis;isst nun Sultaninen im Paradies;;está comiendo dátiles blancos en el Paraíso;;;;;;;;;x
muslim_succ_desc_2;rides the white Camels of Paradise;chevauche les chameaux blancs du Paradis;reitet nun weiße Kamele im Paradies;;cabalga a lomos de los camellos blancos del Paraíso;;;;;;;;;x
muslim_succ_desc_3;was lifted up by Allah;a rejoint Allah;ist zu Allah gegangen;;ha sido llamado por Alá;;;;;;;;;x
muslim_succ_desc_4;has set course for al-Jannah;a mis le cap pour al-Jannah;hat den Pfad nach Dschanna betreten;;ha emprendido su camino hacía el al-Jannah;;;;;;;;;x
muslim_succ_desc_8;is with the Houris in Paradise;est avec les hourris au Paradis;ist bei den Huris im Paradies;;está con las Huríes en el Paraíso;;;;;;;;;x
norse_pagan_reformed_succ_desc_3;was lifted up by the Valkyries;a été emporté par les Valkyries;ist von den Walküren erwählt worden;;ha sido reclamado por las Valkirias;;;;;;;;;x
norse_pagan_reformed_succ_desc_4;has set course for Asgard;a mis le cap pour Asgard;hat den Pfad nach Asgard betreten;;emprendió su camino a Asgard;;;;;;;;;x
norse_pagan_reformed_succ_desc_8;feasts in Valhalla;festoie à présent au Valhalla;schlemmt nun in Walhalla;;está festejando en el Valhalla;;;;;;;;;x
norse_pagan_succ_desc_3;was lifted up by the Valkyries;a été emporté par les Valkyries;ist von den Walküren erwählt worden;;ha sido reclamado por las Valkirias;;;;;;;;;x
norse_pagan_succ_desc_4;has set course for Asgard;a mis le cap pour Asgard;hat den Pfad nach Asgard betreten;;emprendió su camino a Asgard;;;;;;;;;x
norse_pagan_succ_desc_8;feasts in Valhalla;festoie à présent au Valhalla;schlemmt nun in Walhalla;;está festejando en el Valhalla;;;;;;;;;x
pagan_group_succ_desc_1;has gone to the gods;a rejoint les dieux;ist zu den Göttern gegangen;;se fue con los dioses;;;;;;;;;x
pagan_group_succ_desc_4;has set course for the afterlife;a mis le cap pour l'Au-delà;hat den Pfad ins Jenseits betreten;;emprendió su camino a la otra vida;;;;;;;;;x
pagan_group_succ_desc_8;feasts with the gods;festoie avec les dieux;schlemmt nun mit den Göttern;;está festejando con los dioses;;;;;;;;;x
west_african_pagan_reformed_succ_desc_1;has gone to join the ancestors;a rejoint les Ancêtres;ist zu den Ahnen gegangen;;se ha reunido con sus antepasados;;;;;;;;;x
west_african_pagan_succ_desc_1;has gone to join the ancestors;a rejoint les Ancêtres;ist zu den Ahnen gegangen;;se ha reunido con sus antepasados;;;;;;;;;x
