#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

evt_ambition_001_desc_a;The art of leading men into battle has always fascinated you. To study this critical science, you have ordered the construction of a miniature army in wood. Dear [Root.Spouse.GetFirstName] scoffs at you for playing with "toys," but truly, what do womenfolk know of war?;L'art de mener les hommes au combat vous a toujours fasciné. Pour étudier cette science pointue, vous avez ordonné la construction d'une armée miniature en bois. Votre ch[Root.GetErEre] [Root.Spouse.GetFirstName] se moque de vous et de vos jouets mais, après tout, qu'est-ce que les femmes comprennent à l'art de la guerre ?;"Die Kunst, Männer in die Schlacht zu führen, hat Euch schon immer fasziniert. Um diese entscheidende Wissenschaft zu studieren, habt Ihr den Bau einer hölzernen Miniatur-Armee befohlen. Die liebe [Root.Spouse.GetFirstName] spottet über Euch, weil Ihr mit "Spielzeug" spielt. Doch was weiß Weibsvolk schon von Krieg?";;El arte de dirigir a los hombres en la batalla siempre te ha fascinado. Para estudiar esta ciencia, has ordenado construir un ejército de madera en miniatura. Tu querida [Root.Spouse.GetFirstName] se burla de ti por jugar con "juguetes" pero, ¿qué sabrán ;;;;;;;;;x
evt_ambition_002_desc_a;You have learned of other enthusiasts in [Root.Location.GetName] who share your interest in miniature armies and pitting them against each other in glorious battle. They will soon be holding a tournament to establish once and for all who the greatest general is. Perhaps you should grace them with your presence?;Vous avez entendu dire que d'autres personnes vivant à [Root.Location.GetName] partagent votre passion des armées miniatures et organisent régulièrement des batailles glorieuses entre eux. D'ailleurs, un tournoi est prévu pour bientôt, dont l'issue déterminera le meilleur général. Peut-être que vous devriez les honorer de votre présence ?;Ihr habt von anderen Enthusiasten in [Root.Location.GetName] erfahren, die Euer Interesse an Miniatur-Armeen teilen, die sie gegeneinander in glorreiche Kämpfe schicken. Sie werden bald mit einem Turnier ein für alle Mal entscheiden, wer der größte General ist. Vielleicht solltet Ihr sie mit eurer Anwesenheit beehren?;;Te has enterado de que existen otros entusiastas en [Root.Location.GetName] que comparten tu interés por los ejércitos en miniatura y se enfrentan entre sí en batallas gloriosas. Pronto celebrarán un torneo para determinar de una vez por todas quién es el;;;;;;;;;x
evt_ambition_003_desc_a;You make your way to the small hovel where the gaming enthusiasts have gathered. Your bodyguards kick open the shack's ramshackle door and announce your presence to the bewildered peasant teenagers inside. They are already sitting around a table, in the midst of a battle with their own painted little armies.;Vous vous rendez dans la petite masure où les amateurs de jeu se sont réunis. Vos gardes du corps ouvrent d'un coup de pied la porte branlante de la cahute et annoncent votre arrivée aux rustres adolescents effarés à l'intérieur. Ils sont déjà assis autour d'une table, au milieu d'une bataille avec leurs propres petites armées peintes.;Ihr macht Euch auf den Weg zur kleinen Hütte, wo sich die Spielliebhaber versammelt haben. Eure Leibwächter treten die wackelige Tür auf und verkündigen den verwirrten Bauernkindern Eure Gegenwart. Sie sitzen bereits um einen Tisch, inmitten einer Schlacht mit ihren eigenen kleinen bemalten Armeen.;;Consigues llegar al pequeño caserón en el que se han reunido los entusiastas jugadores. Tus guardaespaldas abren la puerta de una patada y anuncian tu presencia a los desconcertados adolescentes de su interior. Están sentados alrededor de una mesa, en mit;;;;;;;;;x
evt_ambition_004_desc_a;As your armored guards stand at silent attention along the walls of the hut, you do battle with your wooden army. The dice do not roll your way, but at least you have gained several valuable tactical insights. With his miniature cavalry surrounding the last of your army, one of the trembling teenagers asks in a meek voice:\n "D-do you y-yield, m'lord?";Tandis que vos gardes en armure sont silencieusement adossés aux murs de la cabane, vous entrez en guerre avec votre armée en bois. Les dés n'ont pas joué en votre faveur mais au moins, vous avez appris beaucoup de chose en matière de stratégie. Cernant le reste de votre armée avec sa cavalerie miniature, l'un des adolescents angoissé demande d'une voix tremblante : \n« V-voulez-v-vous ca-pituler, Mon Seigneur ? »;Während Eure Wachen entlang der Wände der Hütte stillstehen, kämpft Ihr mit Eurer hölzernen Armee. Die Würfel rollen nicht wie gewünscht, aber zumindest habt Ihr einige wertvolle taktische Erkenntnisse gewonnen. Als einer der zitternden Jugendlichen mit seiner Miniaturkavallerie die letzten Eurer Armee einkesselt und Euch mit kleinlauter stimme fragt:\n "E-ergebt ihr Euch, m-mein Herr?";;Mientras tus guardas armados permanecen observan en silencio junto a las paredes del caserón, combates con tu ejército de madera. Los dados no juegan a tu favor, pero al menos has aprendido varias ideas tácticas. Con su caballería rodeando al último miemb;;;;;;;;;x
evt_ambition_004_desc_b;As your armored guards stand at silent attention along the walls of the hut, you do battle with your wooden army. The dice roll your way and soon your army is the last to remain standing on the table. The frightened striplings watch in silence as you gather up your wooden soldiers and turn to leave with your bodyguard.;Tandis que vos gardes en armure sont silencieusement adossés aux murs de la cabane, vous entrez en guerre avec votre armée en bois. Les dés jouent en votre faveur et, très vite, il ne reste que vos soldats sur la table. Les jouvenceaux apeurés regardent en silence que vous finissiez de rassembler vos soldats de bois et vous repartez avec vos gardes du corps.;Während Eure gepanzerten Wachen entlang der Wände der Hütte stillstehen, kämpft Ihr mit Eurer hölzernen Armee. Die Würfel rollen wie gewünscht und bald ist Eure Armee die letzte, die auf dem Tisch stehenbleibt. Die verängstigten Bürschchen sehen schweigend zu, wie Ihr Eure hölzernen Soldaten einsammelt und mit Eurem Leibwächter geht.;;Mientras tus guardas observan en silencio junto a las paredes del caserón, combates con tu ejército de madera. Los dados juegan a tu favor y en poco tiempo tu ejército es el único en pie sobre el tablero. Los asustados mozalbetes observan en silencio como;;;;;;;;;x
evt_ambition_005_desc_a;As you make your way home late one night escorted by your bodyguard, you run into several drunken peasants having a fistfight in the middle of the street. Your guards attempt to steer you away, but you have an idea. Would this not be a perfect sparring opportunity in which to improve your martial ability?;Tandis que vous rentrez chez vous escorté par vos gardes du corps, vous passez à côté d'une bande de paysans très enivrés qui se battent au milieu de la rue. Vos gardes tentent de vous éloigner mais vous avez une idée. N'est-ce pas là une formidable occasion de se battre réellement pour améliorer vos capacités ?;Als Ihr spät in der Nacht in der Begleitung Eurer Leibwache nach Hause geht, begegnet Ihr mehreren betrunkenen Bauern, die Mitten auf der Straße in eine Schlägerei verwickelt sind. Eure Wachen versuchen Euch wegzuführen, doch Ihr habt eine Idee. Wäre dies nicht eine perfekte Trainingsmöglichkeit, um eure Kriegskunst zu verbessern?;;Al regresar a casa una noche a altas horas, escoltado por tus guardaespaldas, te encuentras con varios campesinos borrachos peleándose en mitad de la calle. Tus guardas tratan de alejarte, pero tú tienes una idea. ¿No es esta una oportunidad perfecta para;;;;;;;;;x
evt_ambition_006_desc_a;After ordering your guards back, you join the wild melee. You get several blows in before the ruffians react to your presence, but things go poorly when you fight one of them on even terms. Soon you lie bruised in the mud, with the taste of blood in your mouth. Your smiling opponent offers his hand to help you up.;Après avoir ordonné à vos gardes de s'éloigner, vous foncez dans le tas. Vous assenez plusieurs coups avant que les ruffians ne réagissent à votre présence. Alors que vous combattez l'un d'eux à la régulière, la situation tourne mal. Très vite, vous vous retrouvez meurtri dans la boue, avec le goût du sang dans la bouche. Votre adversaire sourit et offre sa main pour vous aider à vous relever.;Nachdem Ihr Eurer Wache befohlen habt, sich zurückzuziehen, tretet Ihr dem wilden Nahkampf bei. Ihr steckt einige Schläge ein, bevor die Raufbolde auf Eure Anwesenheit reagieren, aber die Dinge laufen schlecht, als Ihr mit einem von ihnen auf Augenhöhe kämpft. Bald liegt Ihr blau geschlagen im Matsch und habt den Geschmack von Blut im Mund. Euer lächelnder Gegner bietet seine Hand an, um Euch aufzuhelfen.;;Ordenas a tus guardas retirarse y te unes a la refriega. Repartes varios golpes antes de que los rufianes noten tu presencia, pero las cosas van mal cuando te enfrentas a uno mano a mano. Pronto yaces en el barro, con el sabor de la sangre en tu boca. Tu ;;;;;;;;;x
evt_ambition_006_desc_b;After ordering your guards back, you join the wild melee. As the ruffians become aware of your presence they gang up on you, but you are still able to hold your own. You dodge their blows and land several of your own. Soon the peasants are lying unconscious at your feet in the mud.;Après avoir ordonné à vos gardes de s'éloigner, vous foncez dans le tas. Les ruffians se rendent compte de votre présence et se liguent contre vous, mais vous continuez à les dominer. Vous esquivez leurs coups et leur en assenez un certain nombre. Très vite, les paysans sont tous à terre, groggy à vos pieds dans la boue.;Nachdem Ihr Eurer Wache befohlen habt, sich zurückzuziehen, tretet Ihr dem wilden Nahkampf bei. Als die Raufbolde Eure Anwesenheit bemerken, rotten sie sich gegen Euch zusammen, doch Ihr haltet wacker stand. Ihr weicht einigen Schlägen aus und schlagt zurück. Bald liegen die Bauern bewusstlos zu Euren Füßen im Matsch.;;Ordenas a tus guardas retirarse y te unes a la pelea salvaje. En cuanto los rufianes advierten tu presencia, se unen en tu contra, pero aún así consigues aguantar el envite. Esquivas sus golpes y repartes varios de los tuyos. Pronto los campesinos caen in;;;;;;;;;x
EVTDESC94010;It is rumored that a great warrior from the distant east is currently passing through [Root.Location.GetName]. He is said to have taken part in a hundred battles or more, and his legendary fighting skills are supposedly without peer. Perhaps he could be persuaded to pass on some of his knowledge to you...;La rumeur court qu'un grand guerrier originaire de contrées lointaines d'Orient se trouve actuellement dans les environs de [Root.Location.GetName]. On dit qu'il a pris part à des centaines de combat et qu'il est un guerrier sans égal. Peut-être quelqu'il pourrait accepter de vous transmettre son savoir ?;Es wird gemunkelt, dass ein großer Krieger aus dem fernen Osten derzeit durch [Root.Location.GetName] zieht. Er soll an Hunderten von Schlachten teilgenommen haben und seine legendären Kampffähigkeiten sind angeblich unübertroffen. Vielleicht kann man ihn überzeugen, einen Teil seines Wissens an Euch weiterzugeben...;;Se rumorea que un gran guerrero del lejano Este está atravesando [Root.Location.GetName]. Dicen que ha participado en cientos de batallas o  más y que sus legendarias habilidades de lucha no tienen parangón. Tal vez podrías persuadirlo para que te transmi;;;;;;;;;x
EVTDESC94011;After a long search you find the fabled warrior you had been looking for at a local inn. Reeking of spirits, the old man is soundly asleep under a table. His sword is of an unfamiliar make and the man's appearance certainly betrays his eastern origins, but could this really be the legendary fighter you seek? The innkeeper will not let him leave until someone pays his bill.;Après de longues recherches, vous trouvez le guerrier légendaire dans une auberge du coin. Empestant l'alcool, le vieil homme ronfle bruyamment sous une table. Son épée est d'une facture inhabituelle et l'apparence de l'homme trahit ses origines orientale, mais cela est-il vraiment le glorieux combattant légendaire que vous cherchez ? L'aubergiste ne le laissera jamais partir tant que son ardoise n'aura pas été réglé.;Nach langer Suche findet Ihr den Krieger in einem örtlichen Gasthof. Der alte Mann riecht nach Alkohol und schläft unter einem Tisch. Sein Schwert ist von unbekannter Machart und das Erscheinungsbild des Mannes verrät seine östliche Herkunft, aber kann das wirklich der Krieger sein, den Ihr sucht? Der Gastwirt will ihn nicht gehen lassen, bis jemand seine Rechnung begleicht.;;Tras una larga búsqueda, localizas al legendario guerrero en una posada local. Está profundamente dormido bajo una mesa y desprende un intenso olor a alcohol. Su espada es de una marca poco familiar y su aspecto ciertamente contradice sus orígenes orienta;;;;;;;;;x
