# GetDuelWeapon
String_long_sword;long sword;l'épée longue;Langschwert;;espada larga;;;;;;;;;x
String_short_sword;short sword;l'épée courte;Kurzschwert;;espada corta;;;;;;;;;x
String_bastard_sword;bastard sword;l'épée médiocre;Bastardschwert;;espada bastarda;;;;;;;;;x
String_jian_sword;jian;le jian;Jian;;jian;;;;;;;;;x
String_jewelled_sword;jewel encrusted sword;l'épée incrustée de joyaux;Juwelenbesetztes Schwert;;espada incrustada de joyas;;;;;;;;;x
String_wooden_sword;wooden sword;l'épée en bois;Holzschwert;;espada de madera;;;;;;;;;x
String_battle_axe;battle axe;la hache d'armes;Kampfaxt;;hacha de batalla;;;;;;;;;x
String_flanged_mace;flanged mace;la massue à collet;Streitkolben;;maza barreteada;;;;;;;;;x
String_maul;maul;le merlin;Streithammer;;mazo;;;;;;;;;x
String_morning_star;morning star;l'étoile du matin;Morgenstern;;lucero del alba;;;;;;;;;x
String_wooden_staff;wooden staff;le bâton;Holzstab;;palo de madera;;;;;;;;;x
String_wooden_club;wooden club;le gourdin;Holzknüppel;;bastón de madera;;;;;;;;;x
String_practice_spear;dull spear;la lance émoussée;stumpfen Speer;;lanza roma;;;;;;;;;x
String_bare_hands;bare hands;les mains;bloßen Fäuste;;manos desnudas;;;;;;;;;x
String_gun;gun;le pistolet;Pistole;;pistola;;;;;;;;;x
String_my_artifact_weapon_1;[dueling_weapon_1.GetName];[dueling_weapon_1.GetName];[dueling_weapon_1.GetName];;[dueling_weapon_1.GetName];;;;;;;;;x
String_my_artifact_weapon_2;[dueling_weapon_2.GetName];[dueling_weapon_2.GetName];[dueling_weapon_2.GetName];;[dueling_weapon_2.GetName];;;;;;;;;x

# GetBodyPartInjured
String_eye;eye;l'oeil;Auge;;ojo;;;;;;;;;x
String_hand;hand;la main;Hand;;mano;;;;;;;;;x
String_leg;leg;la jambe;Bein;;pierna;;;;;;;;;x
String_face;face;le visage;Gesicht;;rostro;;;;;;;;;x
String_chest;chest;la poitrine;Brust;;tórax;;;;;;;;;x
String_body;body;le corps;Körper;;cuerpo;;;;;;;;;x
String_shoulder;shoulder;l'épaule;Schulter;;hombro;;;;;;;;;x

# GetWeaponInjuringBlow
String_severely_tear_body_part;tear a severe gash across [This.GetHerHis] [This.GetBodyPartInjured];lui entailler gravement [This.GetBodyPartInjured];[This.GetHerHis]en [This.GetBodyPartInjured] mit einem schweren Schnitt aufzuschneiden;;le hago un tajo profundo en el/la [This.GetBodyPartInjured];;;;;;;;;x
String_severely_break_body_part;bruise, if not break, something deep in [This.GetHerHis] [This.GetBodyPartInjured];lui contusionner, voire lui casser, [This.GetBodyPartInjured];[This.GetHerHis]en [This.GetBodyPartInjured] zu prellen, wenn nicht sogar zu brechen;;le magullo, si no rompo, algo en el/la [This.GetBodyPartInjured];;;;;;;;;x
String_severely_injure_eye;make [This.GetHerHis] eyes bleed, possibly blinding [This.GetHerHim];[This.GetLeLa] faire saigner des yeux, peut-être même à l'aveugler;[This.GetHerHis]e Augen zum Bluten zu bringen und [This.Getihnsie] dadurch möglicherweise zu blenden;;le hago sangrar por los ojos, posiblemente cegándo[This.GetRleRla];;;;;;;;;x
